"sponsor_name","phase","trial_count","rank_within_phase"
"University of Colorado, Denver",,3,28
Ethicon Endo-Surgery,,3,28
Memorial Sloan Kettering Cancer Center,,3,28
Wake Forest University Health Sciences,,3,28
Regeneron Pharmaceuticals,,3,28
Gunma University,,3,28
Amgen,,3,28
Daping Hospital and the Research Institute of Surgery of the Third Military Medical University,,3,28
Guangzhou Institute of Respiratory Disease,,3,28
Guangdong Provincial People's Hospital,,2,42
Elephas,,2,42
Qianfoshan Hospital,,2,42
Chonnam National University Hospital,,2,42
Assistance Publique - Hôpitaux de Paris,,2,42
The First Affiliated Hospital with Nanjing Medical University,,2,42
Massachusetts General Hospital,,2,42
London Health Sciences Centre Research Institute OR Lawson Research Institute of St. Joseph's,,2,42
Sichuan Cancer Hospital and Research Institute,,2,42
Addario Lung Cancer Medical Institute,,2,42
"University Hospital, Montpellier",,2,42
Instituto Nacional de Cancerologia de Mexico,,2,42
The Christie NHS Foundation Trust,,2,42
Alaunos Therapeutics,,2,42
Zhejiang Cancer Hospital,,2,42
Fundación GECP,,2,42
First Affiliated Hospital of Zhejiang University,,2,42
Scientific Institute San Raffaele,,2,42
Nuvalent Inc.,,2,42
The First Affiliated Hospital of Guangzhou Medical University,,2,42
Peking Union Medical College Hospital,,2,42
Sheba Medical Center,,2,42
Cancer Trials Ireland,,2,42
Regina Elena Cancer Institute,,2,42
Ruijin Hospital,,2,42
European Institute of Oncology,,2,42
University Medical Center Groningen,,2,42
University of Michigan Rogel Cancer Center,,2,42
University of Milano Bicocca,,2,42
Chugai Pharmaceutical,,2,42
University of Southern California,,2,42
Guangdong Association of Clinical Trials,,2,42
Hellenic Cooperative Oncology Group,,2,42
"Rigshospitalet, Denmark",,2,42
Inivata,,2,42
University of Athens,,2,42
Autonomous Non-Profit Organization National Society of Onco-Pulmonologists,,1,78
Trans Tasman Radiation Oncology Group,,1,78
"Beijing Geekgene Technology Co., LTD",,1,78
"Lyell Immunopharma, Inc.",,1,78
"Natera, Inc.",,1,78
Liaoning Cancer Hospital & Institute,,1,78
GlaxoSmithKline,,1,78
Chugai Pharma France,,1,78
"University of California, San Francisco",,1,78
Centre Oscar Lambret,,1,78
Nuvation Bio Inc.,,1,78
"Centro de Tratamiento e Investigación sobre Cáncer, Luis Carlos Sarmiento Angulo",,1,78
National Cheng-Kung University Hospital,,1,78
Lund University Hospital,,1,78
Maria Sklodowska-Curie National Research Institute of Oncology,,1,78
AbbVie,,1,78
University of Florida,,1,78
University of Hull,,1,78
Asociación para la Investigación del Cáncer de Pulmón en Mujeres,,1,78
China-Japan Friendship Hospital,,1,78
Peking University Cancer Hospital & Institute,,1,78
"Clovis Oncology, Inc.",,1,78
Shiga University,,1,78
"Janssen Research & Development, LLC",,1,78
GenoSaber,,1,78
Ethicon Endo-Surgery (Europe) GmbH,,1,78
Sichuan University,,1,78
"Nanfang Hospital, Southern Medical University",,1,78
Tongji Hospital,,1,78
University of Missouri-Columbia,,1,78
"Armando Santoro, MD",,1,78
Second Xiangya Hospital of Central South University,,1,78
AIO-Studien-gGmbH,,1,78
Peking University First Hospital,,1,78
MSD Italia S.r.l.,,1,78
Ariad Pharmaceuticals,,1,78
Genetron Health,,1,78
NovaRx Corporation,,1,78
University Of Perugia,,1,78
Groupe Francais De Pneumo-Cancerologie,,1,78
Chung Shan Medical University,,1,78
Applied Spectral Imaging Ltd.,,1,78
Chang Gung Memorial Hospital,,1,78
Ankara University,,1,78
Ankara Etlik City Hospital,,1,78
Beijing Tiantan Hospital,,1,78
BeOne Medicines,,1,78
Xiangya Hospital of Central South University,,1,78
Fondazione Policlinico Universitario Agostino Gemelli IRCCS,,1,78
Jinming Yu,,1,78
Samyang Biopharmaceuticals Corporation,,1,78
Tianjin Medical University Cancer Institute and Hospital,,1,78
Dartmouth-Hitchcock Medical Center,,1,78
Second Affiliated Hospital of Xi'an Jiaotong University,,1,78
Blueprint Medicines Corporation,,1,78
Faculty of Medicine of Tunis,,1,78
Gene Solutions,,1,78
Ming Yang,,1,78
Peking University Shenzhen Hospital,,1,78
Adel Salah Bediwy,,1,78
Tianjin First Central Hospital,,1,78
"Fifth Affiliated Hospital, Sun Yat-Sen University",,1,78
Shanghai Zhongshan Hospital,,1,78
Tianjin Chest Hospital,,1,78
University of Southern Denmark,,1,78
Maastricht University Medical Center,,1,78
Alberta Health services,,1,78
Hospices Civils de Lyon,,1,78
Necmettin Erbakan University,,1,78
First Hospital of Shijiazhuang City,,1,78
"Shanghai General Hospital, Shanghai Jiao Tong University School of Medicine",,1,78
Yuhan Corporation,,1,78
MSD Belgium BVBA,,1,78
Rush University Medical Center,,1,78
Fujian Cancer Hospital,,1,78
Sidney Kimmel Comprehensive Cancer Center at Thomas Jefferson University,,1,78
Innovent Biologics (Suzhou) Co. Ltd.,,1,78
Hôpital Cochin,,1,78
Shanghai East Hospital,,1,78
Thoraxklinik-Heidelberg gGmbH,,1,78
Laura Longshaw,,1,78
Capital Medical University,,1,78
GFPC Investigation,,1,78
Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University,,1,78
Fuzhou General Hospital,,1,78
Shanghai JMT-Bio Inc.,,1,78
PeriPharm,,1,78
Helsinki University Central Hospital,,1,78
Persephone Biosciences,,1,78
"Xuanwu Hospital, Beijing",,1,78
Scottsdale Healthcare,,1,78
CHU de Reims,,1,78
West China Hospital,,1,78
The University of Hong Kong,,1,78
Institut du Cancer de Montpellier - Val d'Aurelle,,1,78
Jiangsu Cancer Institute & Hospital,,1,78
University of Utah,,1,78
"Aetion, Inc.",,1,78
Quantgene Inc.,,1,78
St Elizabeth Healthcare,,1,78
Central South University,,1,78
ying cheng,,1,78
"Calithera Biosciences, Inc",,1,78
Centre Georges Francois Leclerc,,1,78
State University of New York - Upstate Medical University,,1,78
Institute of Oncology Ljubljana,,1,78
Rennes University Hospital,,1,78
National Institute of Environmental Health Sciences (NIEHS),,1,78
Zhongnan Hospital,,1,78
Stanford University,,1,78
Institut für Klinische Krebsforschung IKF GmbH at Krankenhaus Nordwest,,1,78
Taichung Veterans General Hospital,,1,78
"Alpha Biopharma (Jiangsu) Co., Ltd.",,1,78
National Institute of Cancerología,,1,78
"Taiho Oncology, Inc.",,1,78
iOMEDICO AG,,1,78
Qilu Hospital of Shandong University,,1,78
"Creative Biosciences (Guangzhou) Co., Ltd.",,1,78
"Biocept, Inc.",,1,78
"Daiichi Sankyo Co., Ltd.",,1,78
Heidelberg University,,1,78
Qiang Xu,,1,78
"Biodesix, Inc.",,1,78
Royal Marsden NHS Foundation Trust,,1,78
Chinese Academy of Sciences,,1,78
Jewish General Hospital,,1,78
Pusan National University Hospital,,1,78
Spanish Lung Cancer Group,,1,78
Jennifer Bell,,1,78
Shanghai Nancy Medical Sci-Tech Co. Ltd,,1,78
H. Lee Moffitt Cancer Center and Research Institute,,1,78
Precision Therapeutics,,1,78
Technische Universität Dresden,,1,78
Guizhou Medical University,,1,78
Sophia Genetics SAS,,1,78
Power Life Sciences Inc.,,1,78
Brigham and Women's Hospital,,1,78
Tempus AI,,1,78
BostonGene,,1,78
"Royal College of Surgeons, Ireland",,1,78
Affiliated Hospital of Nantong University,,1,78
Pierre Fabre Medicament,,1,78
Paradigm Health,,1,78
UMC Utrecht,,1,78
"Xcovery Holdings, Inc.",,1,78
Jian Fang,,1,78
"GeneCast Biotechnology Co., Ltd.",,1,78
Centre Hospitalier Universitaire de Liege,,1,78
The Catholic University of Korea,,1,78
Hedera Dx SA,,1,78
Universitaire Ziekenhuizen KU Leuven,,1,78
Centre Hospitalier Universitaire de Nīmes,,1,78
Guangzhou Medical University,,1,78
Fondazione del Piemonte per l'Oncologia,,1,78
"National Cancer Center, China",,1,78
Optimata Ltd.,,1,78
"University College, London",,1,78
Liang Chen,,1,78
Aarhus University Hospital,,1,78
Marmara University,,1,78
"University Hospital, Angers",,1,78
Henan Cancer Hospital,,1,78
"University Hospital, Bordeaux",,1,78
Agenus Inc.,,1,78
Centre Hospitalier Universitaire Dijon,,1,78
"University Hospital, Brest",,1,78
Bayer,,1,78
Medical University Innsbruck,,1,78
Yonsei University,,1,78
"University Hospital, Lille",,1,78
Baohui Han,,1,78
"Second Affiliated Hospital, School of Medicine, Zhejiang University",,1,78
Hilkat Fatih Elverdi,,1,78
University Hospital of North Norway,,1,78
LI YAN,,1,78
OncoHost Ltd.,,1,78
"University Hospital, Strasbourg, France",,1,78
"University Hospital, Toulouse",,1,78
Beijing Chao Yang Hospital,,1,78
Medical University of Vienna,,1,78
Gruppo Oncologico Italiano di Ricerca Clinica,,1,78
Military Institute od Medicine National Research Institute,,1,78
Zealand University Hospital,,1,78
Istituto Oncologico Veneto IRCCS,,1,78
Aveni Foundation,,1,78
Ohio State University Comprehensive Cancer Center,,1,78
Odense University Hospital,,1,78
Beijing Chest Hospital,,1,78
University of British Columbia,,1,78
