"nct_id","phase","overall_status","enrollment","sponsor_name"
NCT07262671,,ACTIVE_NOT_RECRUITING,100,Fudan University
NCT02521051,PHASE1/PHASE2,TERMINATED,11,Massachusetts General Hospital
NCT00050674,PHASE2,COMPLETED,40,"Schwartzberg, Lee, M.D."
NCT01193881,PHASE1,TERMINATED,16,National Cancer Institute (NCI)
NCT00312377,PHASE3,COMPLETED,1690,"Genzyme, a Sanofi Company"
NCT06809764,,RECRUITING,150,Daiichi Sankyo
NCT02789345,PHASE1,COMPLETED,29,Eli Lilly and Company
NCT02407366,PHASE2,UNKNOWN,80,People's Hospital of Guangxi Zhuang Autonomous Region
NCT07383454,NA,NOT_YET_RECRUITING,2500,Chung Shan Medical University
NCT03066271,NA,UNKNOWN,40,"Rigshospitalet, Denmark"
NCT00907179,PHASE1,TERMINATED,12,University of Pittsburgh
NCT00075751,PHASE2,COMPLETED,99,National Cancer Institute (NCI)
NCT03417037,PHASE3,WITHDRAWN,0,Bristol-Myers Squibb
NCT04765709,PHASE2,TERMINATED,10,Mario Negri Institute for Pharmacological Research
NCT07354061,PHASE1/PHASE2,RECRUITING,20,Tang-Du Hospital
NCT07668752,PHASE3,NOT_YET_RECRUITING,300,Genfleet Therapeutics (Shanghai) Inc.
NCT06879717,PHASE1/PHASE2,ACTIVE_NOT_RECRUITING,45,iOnctura
NCT02961270,PHASE2,UNKNOWN,30,Chinese Academy of Medical Sciences
NCT01803282,PHASE1,COMPLETED,236,Gilead Sciences
NCT06225804,PHASE1,RECRUITING,164,"Abbisko Therapeutics Co, Ltd"
NCT00503971,PHASE1/PHASE2,TERMINATED,33,Spanish Lung Cancer Group
NCT06883136,,ENROLLING_BY_INVITATION,43,Qianfoshan Hospital
NCT02001168,PHASE3,UNKNOWN,392,Xinjiang Medical University
NCT07292168,PHASE1/PHASE2,RECRUITING,58,Kidney Cancer Research Bureau
NCT05620134,PHASE1/PHASE2,ACTIVE_NOT_RECRUITING,263,Salubris Biotherapeutics Inc
NCT01683175,PHASE2,UNKNOWN,94,Tianjin Medical University Cancer Institute and Hospital
NCT05756153,PHASE1/PHASE2,COMPLETED,47,Genfleet Therapeutics (Shanghai) Inc.
NCT06838273,PHASE3,RECRUITING,720,"Sichuan Baili Pharmaceutical Co., Ltd."
NCT02774278,PHASE2,COMPLETED,264,Hoffmann-La Roche
NCT05611450,NA,UNKNOWN,108,Chang Gung Memorial Hospital
NCT05044728,PHASE2,UNKNOWN,80,Sichuan Cancer Hospital and Research Institute
NCT07460999,NA,RECRUITING,100,Zealand University Hospital
NCT04180371,PHASE1/PHASE2,ACTIVE_NOT_RECRUITING,288,BicycleTx Limited
NCT07623356,PHASE1/PHASE2,NOT_YET_RECRUITING,265,Akeso
NCT00556712,PHASE3,COMPLETED,889,Hoffmann-La Roche
NCT03953235,PHASE1/PHASE2,COMPLETED,39,"Gritstone bio, Inc."
NCT05091528,PHASE1/PHASE2,TERMINATED,2,Silverback Therapeutics
NCT03681483,PHASE1,COMPLETED,15,Memorial Sloan Kettering Cancer Center
NCT03607188,PHASE1,COMPLETED,17,"Suzhou Zelgen Biopharmaceuticals Co.,Ltd"
NCT01279798,,NO_LONGER_AVAILABLE,,NovaRx Corporation
NCT07110363,PHASE1,NOT_YET_RECRUITING,58,Biotroy Therapeutics
NCT00238875,PHASE2,COMPLETED,167,Haruhiko Fukuda
NCT03101839,PHASE1,COMPLETED,28,AstraZeneca
NCT06930807,NA,RECRUITING,1000,Peking University People's Hospital
NCT02087423,PHASE2,COMPLETED,446,AstraZeneca
NCT05998993,NA,NOT_YET_RECRUITING,35,"Centro de Tratamiento e Investigación sobre Cáncer, Luis Carlos Sarmiento Angulo"
NCT06883630,PHASE1,ACTIVE_NOT_RECRUITING,121,"RemeGen Co., Ltd."
NCT06452277,PHASE3,RECRUITING,444,Bayer
NCT04258033,PHASE2,COMPLETED,145,Beijing Pearl Biotechnology Limited Liability Company
NCT06516796,,COMPLETED,2713,Liang Chen
NCT05681780,PHASE1,RECRUITING,20,H. Lee Moffitt Cancer Center and Research Institute
NCT02740985,PHASE1,COMPLETED,313,AstraZeneca
NCT06440954,PHASE2,RECRUITING,220,Hunan Province Tumor Hospital
NCT05932264,PHASE2,UNKNOWN,60,Sun Yat-sen University
NCT04193956,,UNKNOWN,3500,University Medical Center Groningen
NCT03240549,PHASE2,UNKNOWN,159,Beijing Hospital
NCT00487669,PHASE2,COMPLETED,14,Dartmouth-Hitchcock Medical Center
NCT03775486,PHASE2,ACTIVE_NOT_RECRUITING,401,AstraZeneca
NCT06671379,PHASE3,ACTIVE_NOT_RECRUITING,498,"Suzhou Suncadia Biopharmaceuticals Co., Ltd."
NCT06589778,PHASE1/PHASE2,RECRUITING,124,"Shanghai Hengrui Pharmaceutical Co., Ltd."
NCT05094882,,UNKNOWN,500,Fudan University
NCT03664843,,UNKNOWN,120,First Hospital of Shijiazhuang City
NCT07192926,,COMPLETED,131,Ankara Etlik City Hospital
NCT02768558,PHASE3,TERMINATED,20,"RTOG Foundation, Inc."
NCT05948462,PHASE2,WITHDRAWN,0,"SCRI Development Innovations, LLC"
NCT06147037,PHASE1,ACTIVE_NOT_RECRUITING,13,AstraZeneca
NCT05549037,PHASE3,COMPLETED,210,Hunan Province Tumor Hospital
NCT01951586,PHASE2,COMPLETED,226,Amgen
NCT06908070,PHASE4,RECRUITING,38,Idris Bahce
NCT05546476,PHASE2,COMPLETED,187,Pfizer
NCT02526017,PHASE1,COMPLETED,313,"Five Prime Therapeutics, Inc."
NCT06839105,PHASE1,RECRUITING,214,"Shanghai Junshi Bioscience Co., Ltd."
NCT02162537,PHASE3,TERMINATED,95,Centre Hospitalier Intercommunal Creteil
NCT02916745,PHASE1,COMPLETED,5,Concordia Laboratories Inc.
NCT00308750,PHASE2,COMPLETED,218,Eli Lilly and Company
NCT04982926,PHASE1,TERMINATED,29,"Taiho Oncology, Inc."
NCT07416994,PHASE3,RECRUITING,440,"MediLink Therapeutics (Suzhou) Co., Ltd."
NCT07371663,PHASE1/PHASE2,RECRUITING,266,"Beijing Tide Pharmaceutical Co., Ltd"
NCT02491775,,TERMINATED,6,Washington University School of Medicine
NCT07408635,PHASE2,RECRUITING,43,"Shanghai Pulmonary Hospital, Shanghai, China"
NCT06322108,PHASE2,ACTIVE_NOT_RECRUITING,45,Immune Oncology Research Institute
NCT06348199,PHASE3,ACTIVE_NOT_RECRUITING,555,"Samsung Bioepis Co., Ltd."
NCT05800015,PHASE2/PHASE3,ACTIVE_NOT_RECRUITING,950,Regeneron Pharmaceuticals
NCT02019979,PHASE2,TERMINATED,14,Beth Israel Medical Center
NCT01714037,PHASE1,TERMINATED,82,Debiopharm International SA
NCT02879617,PHASE2,COMPLETED,47,Academic Thoracic Oncology Medical Investigators Consortium
NCT03711422,PHASE1,TERMINATED,2,"National Cancer Centre, Singapore"
NCT01510990,PHASE2,UNKNOWN,60,Asan Medical Center
NCT06311721,PHASE3,ACTIVE_NOT_RECRUITING,315,Amgen
NCT03865511,PHASE2,UNKNOWN,150,Nantes University Hospital
NCT07361237,PHASE1,RECRUITING,36,Tongji University
NCT04686305,PHASE1,RECRUITING,304,AstraZeneca
NCT01512420,,COMPLETED,355,Hoffmann-La Roche
NCT06455917,PHASE2,RECRUITING,30,"University Hospital, Basel, Switzerland"
NCT01903993,PHASE2,COMPLETED,287,Hoffmann-La Roche
NCT01505400,,ACTIVE_NOT_RECRUITING,3026,"University Health Network, Toronto"
NCT06699979,,RECRUITING,300,Central South University
NCT03735290,PHASE1,TERMINATED,21,Mendus
NCT05153408,PHASE1,TERMINATED,20,Blueprint Medicines Corporation
NCT01017133,PHASE1,COMPLETED,56,Abramson Cancer Center at Penn Medicine
NCT06437977,PHASE3,RECRUITING,478,Shanghai Chest Hospital
NCT06634667,PHASE2,NOT_YET_RECRUITING,30,Hunan Province Tumor Hospital
NCT02638090,PHASE1/PHASE2,ACTIVE_NOT_RECRUITING,120,H. Lee Moffitt Cancer Center and Research Institute
NCT06692738,PHASE3,RECRUITING,880,AstraZeneca
NCT03048500,PHASE2,UNKNOWN,17,Northwestern University
NCT00903292,NA,UNKNOWN,52,National Cheng-Kung University Hospital
NCT05919641,,UNKNOWN,130,Odense University Hospital
NCT07554339,PHASE3,RECRUITING,310,Merck Sharp & Dohme LLC
NCT00961415,PHASE3,COMPLETED,376,Hoffmann-La Roche
NCT00031681,PHASE1,COMPLETED,41,National Cancer Institute (NCI)
NCT05880706,PHASE2,ACTIVE_NOT_RECRUITING,198,"Sichuan Baili Pharmaceutical Co., Ltd."
NCT00738387,PHASE3,TERMINATED,900,Novartis Pharmaceuticals
NCT07216105,PHASE1,RECRUITING,113,Fate Therapeutics
NCT06503042,,NOT_YET_RECRUITING,100,Tang-Du Hospital
NCT00281125,PHASE1/PHASE2,TERMINATED,20,Nevada Cancer Institute
NCT05176067,NA,UNKNOWN,88,Guizhou Medical University
NCT01358942,,COMPLETED,156,Hoffmann-La Roche
NCT01066234,PHASE2,COMPLETED,17,Samsung Medical Center
NCT05738317,PHASE2,UNKNOWN,45,Xiaorong Dong
NCT03228186,PHASE2,TERMINATED,40,University of Michigan Rogel Cancer Center
NCT07389642,,ACTIVE_NOT_RECRUITING,46,"University Hospital, Bordeaux"
NCT04750824,,COMPLETED,110,Boehringer Ingelheim
NCT01004731,PHASE1/PHASE2,COMPLETED,7,University of Alabama at Birmingham
NCT02977169,PHASE2,UNKNOWN,300,Shanghai Chest Hospital
NCT02178163,NA,RECRUITING,1020,Barbara Ann Karmanos Cancer Institute
NCT05985330,,RECRUITING,56,Centre Hospitalier Universitaire Dijon
NCT03758287,PHASE1/PHASE2,COMPLETED,108,"Sunshine Lake Pharma Co., Ltd."
NCT02646020,PHASE2,COMPLETED,138,Sun Yat-sen University
NCT00974662,PHASE2,TERMINATED,3,Steba Biotech S.A.
NCT06841055,PHASE2,RECRUITING,60,BioNTech SE
NCT03774758,,RECRUITING,590,"University of California, San Francisco"
NCT06585059,PHASE1,NOT_YET_RECRUITING,20,"Chia Tai Tianqing Pharmaceutical Group Nanjing Shunxin Pharmaceutical Co., Ltd."
NCT03568656,PHASE1/PHASE2,COMPLETED,220,CellCentric Ltd.
NCT01515969,PHASE1,TERMINATED,9,Heather Wakelee
NCT03198117,NA,TERMINATED,6,"Qidong Gaitianli Medicines Co., Ltd"
NCT03244605,PHASE3,UNKNOWN,236,Shanghai University of Traditional Chinese Medicine
NCT04455594,PHASE2,UNKNOWN,168,The First Affiliated Hospital of Guangzhou Medical University
NCT02988635,PHASE3,COMPLETED,281,Azienda Ospedaliero-Universitaria di Parma
NCT00200395,PHASE2,COMPLETED,30,Montefiore Medical Center
NCT02618590,,UNKNOWN,800,Sun Yat-sen University
NCT07561723,PHASE1,RECRUITING,9,West China Hospital
NCT06595498,NA,ACTIVE_NOT_RECRUITING,130,Istituto Oncologico Veneto IRCCS
NCT02309892,PHASE1,TERMINATED,14,Helix BioPharma Corporation
NCT04841538,PHASE1/PHASE2,WITHDRAWN,0,"Elpiscience Biopharma, Ltd."
NCT05253807,PHASE2,COMPLETED,8,Incyte Corporation
NCT00216125,PHASE3,COMPLETED,243,"Nasser Hanna, M.D."
NCT05023746,,COMPLETED,1052,Genetron Health
NCT05339568,,RECRUITING,1268,Qianfoshan Hospital
NCT06897046,PHASE2,RECRUITING,90,"Cancer Institute and Hospital, Chinese Academy of Medical Sciences"
NCT01950156,PHASE1/PHASE2,COMPLETED,6,Shiga University
NCT00874419,PHASE3,COMPLETED,165,Tongji University
NCT05481775,PHASE2,WITHDRAWN,0,Sun Yat-sen University
NCT07241819,PHASE2,NOT_YET_RECRUITING,66,Peking University Cancer Hospital & Institute
NCT02788058,PHASE2,UNKNOWN,76,First People's Hospital of Hangzhou
NCT07039994,NA,RECRUITING,200,Jesús González
NCT03838848,PHASE2,TERMINATED,120,"Jiangsu Alphamab Biopharmaceuticals Co., Ltd"
NCT06617390,,COMPLETED,1041,Daiichi Sankyo
NCT02431169,,TERMINATED,5,Washington University School of Medicine
NCT06452433,PHASE2,NOT_YET_RECRUITING,91,"Cancer Institute and Hospital, Chinese Academy of Medical Sciences"
NCT01091376,PHASE2,UNKNOWN,75,Zhejiang Cancer Hospital
NCT02498665,PHASE1,COMPLETED,24,"Sumitomo Pharma America, Inc."
NCT01255059,,UNKNOWN,500,Tianjin Medical University Cancer Institute and Hospital
NCT05338619,PHASE2,UNKNOWN,77,Sung Yong Lee
NCT03717155,PHASE2,COMPLETED,43,"Merck KGaA, Darmstadt, Germany"
NCT07392658,PHASE2,RECRUITING,33,Fondazione Ricerca Traslazionale
NCT04105153,,COMPLETED,400,Thoraxklinik-Heidelberg gGmbH
NCT01639508,PHASE2,RECRUITING,86,Memorial Sloan Kettering Cancer Center
NCT01726309,,TERMINATED,161,Cancer Trials Ireland
NCT06590194,PHASE1/PHASE2,NOT_YET_RECRUITING,96,"Suzhou Puhe Pharmaceutical Technology Co., LTD"
NCT00198354,PHASE3,COMPLETED,530,Intergroupe Francophone de Cancerologie Thoracique
NCT03603652,NA,TERMINATED,10,"Ethicon, Inc."
NCT05099172,PHASE1/PHASE2,RECRUITING,400,Bayer
NCT05962021,PHASE2,UNKNOWN,126,Peking University People's Hospital
NCT01052766,NA,TERMINATED,11,Memorial Sloan Kettering Cancer Center
NCT02069418,PHASE2,UNKNOWN,80,"University Hospital, Angers"
NCT07096882,PHASE1,RECRUITING,22,"Cytocraft Biopharmaceutical Co., Ltd."
NCT00312819,PHASE2/PHASE3,COMPLETED,60,Hadassah Medical Organization
NCT02409368,PHASE2,COMPLETED,812,Bristol-Myers Squibb
NCT02318368,PHASE2,TERMINATED,10,"AVEO Pharmaceuticals, Inc."
NCT00756847,PHASE1,COMPLETED,52,Sanofi
NCT07167459,PHASE2,ENROLLING_BY_INVITATION,251,Tianjin Medical University Cancer Institute and Hospital
NCT05955391,PHASE2,ACTIVE_NOT_RECRUITING,164,"Shenzhen TargetRx Co., Ltd."
NCT02258607,PHASE1,TERMINATED,21,Sierra Oncology LLC - a GSK company
NCT04956692,PHASE3,ACTIVE_NOT_RECRUITING,531,Merck Sharp & Dohme LLC
NCT01707329,PHASE2,UNKNOWN,180,"Betta Pharmaceuticals Co., Ltd."
NCT06694129,,NOT_YET_RECRUITING,40,"National Cancer Center, China"
NCT07631520,NA,NOT_YET_RECRUITING,200,The First Affiliated Hospital of Guangzhou Medical University
NCT03486730,PHASE1/PHASE2,COMPLETED,72,Cancer Research UK
NCT06919874,NA,RECRUITING,60,M.D. Anderson Cancer Center
NCT01510405,,COMPLETED,42,Dartmouth-Hitchcock Medical Center
NCT06136910,PHASE1/PHASE2,UNKNOWN,30,Fujian Cancer Hospital
NCT02944396,PHASE1,COMPLETED,25,AbbVie
NCT01459497,PHASE3,COMPLETED,103,University of Texas Southwestern Medical Center
NCT02658747,,COMPLETED,120,Hoffmann-La Roche
NCT06275360,PHASE2,RECRUITING,25,VA Office of Research and Development
NCT07361510,PHASE3,RECRUITING,750,Bristol-Myers Squibb
NCT04632758,PHASE3,UNKNOWN,292,"Qilu Pharmaceutical Co., Ltd."
NCT03376191,,UNKNOWN,100,Jian Fang
NCT02076477,PHASE3,UNKNOWN,420,Sichuan Cancer Hospital and Research Institute
NCT05057013,PHASE1/PHASE2,ACTIVE_NOT_RECRUITING,81,Cancer Research UK
NCT00765687,PHASE4,COMPLETED,432,Sun Yat-sen University
NCT02364804,,COMPLETED,10,Shiga University
NCT06358222,,RECRUITING,200,Shanghai Chest Hospital
NCT05132075,PHASE3,ACTIVE_NOT_RECRUITING,95,Novartis Pharmaceuticals
NCT02434081,PHASE2,COMPLETED,94,ETOP IBCSG Partners Foundation
NCT02747953,PHASE2,COMPLETED,50,Samsung Medical Center
NCT01040312,,COMPLETED,321,"Daiichi Sankyo Co., Ltd."
NCT00161278,PHASE2,TERMINATED,1,University of Michigan Rogel Cancer Center
NCT02364609,PHASE1,COMPLETED,11,Jonathan Riess
NCT00686465,NA,COMPLETED,101,Ontario Clinical Oncology Group (OCOG)
NCT01077713,PHASE2,COMPLETED,86,Hoffmann-La Roche
NCT00976677,PHASE2,TERMINATED,10,National Cancer Institute (NCI)
NCT04699123,PHASE2,ACTIVE_NOT_RECRUITING,159,Yale University
NCT01535729,,COMPLETED,465,Hoffmann-La Roche
NCT06977828,PHASE2,NOT_YET_RECRUITING,40,The First Affiliated Hospital with Nanjing Medical University
NCT04770688,PHASE1/PHASE2,COMPLETED,25,Shanghai Chest Hospital
NCT00489983,PHASE2,COMPLETED,91,Eli Lilly and Company
NCT03992885,PHASE3,UNKNOWN,70,Tianjin Medical University Cancer Institute and Hospital
NCT01990261,,TERMINATED,33,Hoffmann-La Roche
NCT00643318,PHASE2,UNKNOWN,40,Accuray Incorporated
NCT07423117,PHASE1,NOT_YET_RECRUITING,102,"IntoCell, Inc"
NCT05769764,,COMPLETED,225,Daiichi Sankyo
NCT01504542,PHASE2,WITHDRAWN,0,Heat Biologics
NCT02906852,,COMPLETED,264,Inivata
NCT02409342,PHASE3,COMPLETED,572,Hoffmann-La Roche
NCT02276560,PHASE2,TERMINATED,1,UNC Lineberger Comprehensive Cancer Center
NCT07401056,NA,NOT_YET_RECRUITING,62,Hacettepe University
NCT02002117,,UNKNOWN,100,National Taiwan University Hospital
NCT07594067,PHASE1,NOT_YET_RECRUITING,30,University of Pennsylvania
NCT06779539,PHASE2,NOT_YET_RECRUITING,33,West China Hospital
NCT00101348,PHASE1/PHASE2,COMPLETED,66,National Cancer Institute (NCI)
NCT00663689,PHASE2,UNKNOWN,45,Guangdong Provincial People's Hospital
NCT02274038,NA,TERMINATED,3,University of Pennsylvania
NCT06606847,PHASE2,ACTIVE_NOT_RECRUITING,30,AstraZeneca
NCT00678964,PHASE2,UNKNOWN,260,LungenClinic Grosshansdorf
NCT05878028,PHASE2,UNKNOWN,33,Quanli Gao
NCT01666353,EARLY_PHASE1,COMPLETED,20,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins
NCT07070518,PHASE1/PHASE2,RECRUITING,350,GV20 Therapeutics
NCT05989542,PHASE3,RECRUITING,136,Beijing Pearl Biotechnology Limited Liability Company
NCT05974007,,UNKNOWN,1500,"Cancer Institute and Hospital, Chinese Academy of Medical Sciences"
NCT05835570,,RECRUITING,200,Zhongnan Hospital
NCT00938418,PHASE2,UNKNOWN,43,"National University Hospital, Singapore"
NCT01755624,PHASE2,UNKNOWN,18,NovoCure Ltd.
NCT01788566,PHASE2,COMPLETED,61,Eli Lilly and Company
NCT07638891,PHASE1,RECRUITING,150,"Hangzhou Zhongmei Huadong Pharmaceutical Co., Ltd."
NCT04430712,,COMPLETED,60,Massachusetts General Hospital
NCT01424709,PHASE2,UNKNOWN,120,Tongji University
NCT05468242,PHASE2,RECRUITING,116,Sun Yat-sen University
NCT00199615,NA,COMPLETED,73,"University Hospital, Limoges"
NCT05142189,PHASE1,RECRUITING,320,BioNTech SE
NCT06448754,PHASE2,RECRUITING,180,AstraZeneca
NCT02382406,PHASE1/PHASE2,TERMINATED,46,"Nisha Mohindra, MD"
NCT05394233,PHASE2,UNKNOWN,20,Sichuan Cancer Hospital and Research Institute
NCT00614484,PHASE1/PHASE2,TERMINATED,28,Loma Linda University
NCT01014598,PHASE1,COMPLETED,11,Roswell Park Cancer Institute
NCT00150657,PHASE2,UNKNOWN,45,St. John Providence Health System
NCT00277329,PHASE2,TERMINATED,9,"Symphony Evolution, Inc."
NCT00077350,PHASE2,COMPLETED,48,National Cancer Institute (NCI)
NCT02001896,PHASE3,UNKNOWN,60,Xinjiang Medical University
NCT05275868,PHASE1,TERMINATED,41,Novartis Pharmaceuticals
NCT03126799,PHASE2,UNKNOWN,128,"National Cancer Center, Korea"
NCT03176173,NA,COMPLETED,45,Stanford University
NCT05337163,,COMPLETED,1564,"Creative Biosciences (Guangzhou) Co., Ltd."
NCT03926260,NA,COMPLETED,100,Centre Hospitalier Departemental Vendee
NCT02468024,PHASE3,RECRUITING,272,University of Texas Southwestern Medical Center
NCT02408016,PHASE1/PHASE2,TERMINATED,11,Fred Hutchinson Cancer Center
NCT07489716,PHASE2,RECRUITING,90,"Suzhou Suncadia Biopharmaceuticals Co., Ltd."
NCT00093756,PHASE1/PHASE2,COMPLETED,52,National Cancer Institute (NCI)
NCT06682793,PHASE1/PHASE2,RECRUITING,240,A2 Biotherapeutics Inc.
NCT01240447,PHASE2,COMPLETED,7,Laboratorio Elea Phoenix S.A.
NCT04599712,,APPROVED_FOR_MARKETING,,"Janssen Research & Development, LLC"
NCT07131319,PHASE2/PHASE3,RECRUITING,30,Second Affiliated Hospital of Nanchang University
NCT01985113,,COMPLETED,165,Hunan Province Tumor Hospital
NCT06495008,,COMPLETED,101,University Medical Center Groningen
NCT03399669,PHASE2,UNKNOWN,100,Samsung Medical Center
NCT05122806,NA,RECRUITING,100,Groupe Francais De Pneumo-Cancerologie
NCT01528488,PHASE2/PHASE3,COMPLETED,118,Sun Yat-sen University
NCT06331455,PHASE2,RECRUITING,12,Marc de Perrot
NCT06670196,PHASE3,RECRUITING,420,"Sichuan Kelun-Biotech Biopharmaceutical Co., Ltd."
NCT02818426,PHASE1/PHASE2,COMPLETED,82,Centre Hospitalier Universitaire de Besancon
NCT02308020,PHASE2,COMPLETED,162,Eli Lilly and Company
NCT01107444,PHASE2,COMPLETED,180,Eli Lilly and Company
NCT03631706,PHASE3,COMPLETED,304,"EMD Serono Research & Development Institute, Inc."
NCT01665417,PHASE4,UNKNOWN,100,"Betta Pharmaceuticals Co., Ltd."
NCT05445310,PHASE2,UNKNOWN,114,Peking Union Medical College Hospital
NCT04808050,,COMPLETED,748,AstraZeneca
NCT06082492,NA,RECRUITING,690,Radboud University Medical Center
NCT04916002,PHASE2,TERMINATED,77,Regeneron Pharmaceuticals
NCT06092086,PHASE2,RECRUITING,126,Guangdong Association of Clinical Trials
NCT01703091,PHASE2,COMPLETED,197,Eli Lilly and Company
NCT07242274,PHASE3,NOT_YET_RECRUITING,472,Jemincare
NCT05252065,,UNKNOWN,40,Guizhou Medical University
NCT01630733,PHASE3,COMPLETED,664,Achieve Life Sciences
NCT04945317,NA,ENROLLING_BY_INVITATION,349,Johns Hopkins University
NCT00590902,PHASE2,COMPLETED,81,Memorial Sloan Kettering Cancer Center
NCT06236438,PHASE2/PHASE3,RECRUITING,840,AbbVie
NCT04266730,PHASE1,SUSPENDED,6,UNC Lineberger Comprehensive Cancer Center
NCT04836728,PHASE2,ACTIVE_NOT_RECRUITING,156,Tianjin Medical University Cancer Institute and Hospital
NCT05557591,PHASE2,ACTIVE_NOT_RECRUITING,51,Regeneron Pharmaceuticals
NCT05778045,,UNKNOWN,500,Power Life Sciences Inc.
NCT00964132,PHASE2,UNKNOWN,48,"NuRx Pharmaceuticals, Inc."
NCT07415005,PHASE2,RECRUITING,30,M.D. Anderson Cancer Center
NCT01423760,NA,TERMINATED,27,"Merck KGaA, Darmstadt, Germany"
NCT01038271,NA,COMPLETED,151,Massachusetts General Hospital
NCT01887886,PHASE3,COMPLETED,10,Hoffmann-La Roche
NCT02418234,,COMPLETED,314,First People's Hospital of Hangzhou
NCT06180239,,UNKNOWN,800,Fondazione Policlinico Universitario Agostino Gemelli IRCCS
NCT04271384,PHASE2,COMPLETED,25,Hospital Israelita Albert Einstein
NCT00832494,PHASE1/PHASE2,COMPLETED,105,Antisoma Research
NCT03956641,NA,UNKNOWN,300,Centre Paul Strauss
NCT05978401,PHASE1/PHASE2,UNKNOWN,152,"Guangzhou Gloria Biosciences Co., Ltd."
NCT02643407,PHASE3,UNKNOWN,488,Guangdong Association of Clinical Trials
NCT04160559,NA,WITHDRAWN,0,Xinqiao Hospital of Chongqing
NCT07008287,,RECRUITING,100,Innovent Biologics (Suzhou) Co. Ltd.
NCT04480372,PHASE2,COMPLETED,68,Swiss Cancer Institute
NCT03583723,NA,UNKNOWN,50,Campus Bio-Medico University
NCT05016544,PHASE1/PHASE2,UNKNOWN,48,Sun Yat-sen University
NCT02543645,PHASE1,TERMINATED,18,Celldex Therapeutics
NCT04687241,PHASE3,ACTIVE_NOT_RECRUITING,192,"Jiangsu Hansoh Pharmaceutical Co., Ltd."
NCT04990063,PHASE1,UNKNOWN,20,suhaichuan
NCT02183883,PHASE2,COMPLETED,12,"University College, London"
NCT06475755,PHASE2,NOT_YET_RECRUITING,178,Tang-Du Hospital
NCT03460275,PHASE2,UNKNOWN,100,Sun Yat-sen University
NCT04544644,PHASE2,UNKNOWN,30,Chinese PLA General Hospital
NCT06303505,PHASE1/PHASE2,RECRUITING,250,Tubulis GmbH
NCT00760929,PHASE2,TERMINATED,171,Hoffmann-La Roche
NCT00531284,PHASE1/PHASE2,COMPLETED,184,Amgen
NCT03202940,PHASE1/PHASE2,ACTIVE_NOT_RECRUITING,16,Massachusetts General Hospital
NCT04913285,PHASE1,ACTIVE_NOT_RECRUITING,400,Pierre Fabre Medicament
NCT03583086,PHASE1/PHASE2,COMPLETED,88,Vanderbilt-Ingram Cancer Center
NCT00372788,PHASE2,COMPLETED,88,AstraZeneca
NCT05757492,PHASE1,TERMINATED,22,"Coherus Oncology, Inc."
NCT00155116,,UNKNOWN,100,National Taiwan University Hospital
NCT02946216,,UNKNOWN,200,First People's Hospital of Hangzhou
NCT02843568,NA,COMPLETED,122,"University of Wisconsin, Madison"
NCT06031597,PHASE3,UNKNOWN,105,Zhejiang Cancer Hospital
NCT03117335,PHASE3,COMPLETED,560,"Jiangsu Wuzhong Pharmaceutical Group Co., Ltd."
