"nct_id","phase","overall_status","enrollment","sponsor_name"
NCT00885963,PHASE2,TERMINATED,62,"Cyclacel Pharmaceuticals, Inc."
NCT07130032,PHASE2,RECRUITING,90,EuroCityClinic LLC
NCT01789099,PHASE1/PHASE2,COMPLETED,18,Ultimovacs ASA
NCT05068102,PHASE1,ACTIVE_NOT_RECRUITING,14,Boehringer Ingelheim
NCT00094822,,COMPLETED,90,Amgen
NCT07347977,NA,NOT_YET_RECRUITING,1400,First Affiliated Hospital of Ningbo University
NCT07318636,PHASE1,NOT_YET_RECRUITING,10,The First Affiliated Hospital of Guangzhou Medical University
NCT03659578,PHASE2,COMPLETED,69,Sun Yat-sen University
NCT05863819,,WITHDRAWN,0,Takeda
NCT05037331,,RECRUITING,58,"National University Hospital, Singapore"
NCT01980212,,COMPLETED,500,Hunan Province Tumor Hospital
NCT03916419,PHASE2,COMPLETED,26,Washington University School of Medicine
NCT01343914,,COMPLETED,118,Hoffmann-La Roche
NCT01871480,PHASE2,TERMINATED,50,Kunming Medical University
NCT04205812,PHASE3,COMPLETED,583,Incyte Corporation
NCT00667082,PHASE1,COMPLETED,22,Celgene
NCT03337711,,UNKNOWN,100,Sun Yat-sen University
NCT04193098,PHASE1,UNKNOWN,10,Tianjin Medical University Cancer Institute and Hospital
NCT02134886,PHASE1,TERMINATED,48,National Cancer Institute (NCI)
NCT04165031,PHASE1/PHASE2,TERMINATED,5,Eli Lilly and Company
NCT04448379,PHASE1,UNKNOWN,48,Shanghai JMT-Bio Inc.
NCT06969027,PHASE2,RECRUITING,84,"Shanghai Junshi Bioscience Co., Ltd."
NCT01519804,PHASE2,COMPLETED,108,"Genentech, Inc."
NCT05940116,PHASE1,NOT_YET_RECRUITING,322,Hansoh BioMedical R&D Company
NCT04741789,,NO_LONGER_AVAILABLE,,Novartis Pharmaceuticals
NCT06052852,PHASE1,TERMINATED,17,"Bolt Biotherapeutics, Inc."
NCT00087412,PHASE2,COMPLETED,65,National Cancer Institute (NCI)
NCT06297811,PHASE2,NOT_YET_RECRUITING,132,Sun Yat-sen University
NCT06698042,PHASE3,ACTIVE_NOT_RECRUITING,67,Merck Sharp & Dohme LLC
NCT00965731,PHASE1,COMPLETED,27,Pfizer
NCT07223047,PHASE1/PHASE2,RECRUITING,252,Bristol-Myers Squibb
NCT03562819,,COMPLETED,268,AstraZeneca
NCT05157659,NA,ACTIVE_NOT_RECRUITING,10,"Amsterdam UMC, location VUmc"
NCT01260181,PHASE2,COMPLETED,30,Hoffmann-La Roche
NCT03215693,PHASE2,UNKNOWN,152,"Betta Pharmaceuticals Co., Ltd."
NCT04068896,PHASE1/PHASE2,COMPLETED,89,"NGM Biopharmaceuticals, Inc"
NCT04814056,PHASE4,UNKNOWN,15,Shanghai Chest Hospital
NCT02570958,PHASE1,WITHDRAWN,0,St. Joseph's Healthcare Hamilton
NCT01287754,PHASE4,COMPLETED,24,Hoffmann-La Roche
NCT06963502,PHASE1,NOT_YET_RECRUITING,762,"Jiangsu Hansoh Pharmaceutical Co., Ltd."
NCT03383302,PHASE1/PHASE2,COMPLETED,29,Royal Marsden NHS Foundation Trust
NCT03829332,PHASE3,COMPLETED,623,Merck Sharp & Dohme LLC
NCT00966914,PHASE3,COMPLETED,540,"BioNumerik Pharmaceuticals, Inc."
NCT00203931,PHASE2,TERMINATED,55,University of Chicago
NCT06706713,PHASE2,RECRUITING,200,BeBetter Med Inc
NCT05810350,PHASE2,UNKNOWN,40,Three Gorges Hospital of Chongqing University
NCT00508625,PHASE2,COMPLETED,213,Amgen
NCT02027090,PHASE2,UNKNOWN,64,"Betta Pharmaceuticals Co., Ltd."
NCT04306926,PHASE2,UNKNOWN,59,"Chia Tai Tianqing Pharmaceutical Group Co., Ltd."
NCT07330596,PHASE2,RECRUITING,96,Anhui Provincial Cancer Hospital
NCT05084859,PHASE1,TERMINATED,30,"Biosplice Therapeutics, Inc."
NCT04166487,PHASE2,ACTIVE_NOT_RECRUITING,40,"Julia K. Rotow, MD"
NCT01637597,,UNKNOWN,12,National Taiwan University Hospital
NCT02619448,EARLY_PHASE1,UNKNOWN,12,State University of New York - Upstate Medical University
NCT02157116,PHASE2,TERMINATED,13,Duke University
NCT01607554,PHASE1/PHASE2,TERMINATED,2,New Mexico Cancer Research Alliance
NCT04722406,,UNKNOWN,350,Sun Yat-sen University
NCT05369312,PHASE1,UNKNOWN,230,"Betta Pharmaceuticals Co., Ltd."
NCT06522360,PHASE2,WITHDRAWN,0,M.D. Anderson Cancer Center
NCT02695550,PHASE1,UNKNOWN,40,"Centaurus Biopharma Co., Ltd."
NCT03792074,PHASE3,UNKNOWN,560,Sinocelltech Ltd.
NCT04049474,EARLY_PHASE1,COMPLETED,21,NYU Langone Health
NCT01222572,PHASE1/PHASE2,TERMINATED,1,Dana-Farber Cancer Institute
NCT04314089,PHASE1,COMPLETED,31,Edward Patz
NCT03515629,PHASE3,TERMINATED,5,Regeneron Pharmaceuticals
NCT07469488,PHASE4,NOT_YET_RECRUITING,122,"Shanghai Pulmonary Hospital, Shanghai, China"
NCT00048087,PHASE2,WITHDRAWN,0,M.D. Anderson Cancer Center
NCT06186076,PHASE1/PHASE2,TERMINATED,19,"Therapex Co., Ltd"
NCT01574300,,TERMINATED,136,Addario Lung Cancer Medical Institute
NCT00179699,PHASE1,TERMINATED,40,Celgene Corporation
NCT01593293,PHASE3,UNKNOWN,266,Asan Medical Center
NCT03829436,PHASE1,COMPLETED,38,Tempest Therapeutics
NCT01211002,PHASE4,UNKNOWN,170,"Simcere Pharmaceutical Co., Ltd"
NCT00676507,PHASE3,COMPLETED,532,NovaRx Corporation
NCT00437749,PHASE3,TERMINATED,214,CBA Research
NCT02299765,PHASE4,TERMINATED,61,Sichuan University
NCT06114108,NA,RECRUITING,128,Swiss Cancer Institute
NCT05116618,,WITHDRAWN,0,"University of Colorado, Denver"
NCT06043973,PHASE3,RECRUITING,98,Qianfoshan Hospital
NCT02495896,PHASE1,ACTIVE_NOT_RECRUITING,61,University of Southern California
NCT00786331,PHASE2,UNKNOWN,230,Gruppo Oncologico Italiano di Ricerca Clinica
NCT00359450,PHASE2,TERMINATED,186,Bristol-Myers Squibb
NCT03289962,PHASE1,COMPLETED,273,"Genentech, Inc."
NCT06448793,,RECRUITING,55,Bristol-Myers Squibb
NCT06784193,PHASE1,RECRUITING,180,"Olema Pharmaceuticals, Inc."
NCT03713099,NA,WITHDRAWN,0,"Ethicon, Inc."
NCT02572687,PHASE1,COMPLETED,85,Eli Lilly and Company
NCT02777567,,COMPLETED,315,AstraZeneca
NCT07487883,,RECRUITING,80,Peking University People's Hospital
NCT03154190,NA,COMPLETED,128,Stanford University
NCT07272642,PHASE1,NOT_YET_RECRUITING,16,"Radiopharm Theranostics, Ltd"
NCT04992715,PHASE2,UNKNOWN,15,NanoMab Technology (UK) Limited
NCT06690216,PHASE1/PHASE2,ENROLLING_BY_INVITATION,100,Man Hu
NCT06907160,,RECRUITING,100,Yonsei University
NCT04111913,PHASE2,UNKNOWN,100,"Nanfang Hospital, Southern Medical University"
NCT05081609,PHASE1/PHASE2,ACTIVE_NOT_RECRUITING,320,Ascendis Pharma Oncology Division A/S
NCT07668037,,RECRUITING,600,"Cancer Institute and Hospital, Chinese Academy of Medical Sciences"
NCT04153097,,UNKNOWN,500,First Affiliated Hospital of Zhejiang University
NCT02358473,PHASE1,COMPLETED,13,"Kyowa Kirin, Inc."
NCT05334277,PHASE2,RECRUITING,280,Sun Yat-sen University
NCT06644313,PHASE2,NOT_YET_RECRUITING,31,"Shanghai Pulmonary Hospital, Shanghai, China"
NCT05011487,PHASE2,RECRUITING,30,Sun Yat-sen University
NCT05354102,PHASE1,UNKNOWN,11,Biomica Ltd.
NCT06734182,PHASE2,RECRUITING,25,Guangdong Provincial People's Hospital
NCT06951464,PHASE2,RECRUITING,40,Sichuan University
NCT00029003,PHASE2,COMPLETED,90,National Cancer Institute (NCI)
NCT05346952,PHASE3,UNKNOWN,390,"Chia Tai Tianqing Pharmaceutical Group Co., Ltd."
NCT00300586,PHASE3,COMPLETED,842,Hospices Civils de Lyon
NCT01803542,PHASE2,RECRUITING,200,"University Health Network, Toronto"
NCT03509584,PHASE1,TERMINATED,6,Assistance Publique Hopitaux De Marseille
NCT00343291,PHASE2,COMPLETED,121,Eli Lilly and Company
NCT02356991,PHASE2,SUSPENDED,137,"Jiangsu HengRui Medicine Co., Ltd."
NCT05361174,PHASE1/PHASE2,RECRUITING,53,"Iovance Biotherapeutics, Inc."
NCT03119519,PHASE2,UNKNOWN,148,"Southern Medical University, China"
NCT07672223,PHASE3,NOT_YET_RECRUITING,570,"CSPC Megalith Biopharmaceutical Co.,Ltd."
NCT07662811,PHASE2/PHASE3,NOT_YET_RECRUITING,396,Shanghai Chest Hospital
NCT07535437,PHASE1/PHASE2,RECRUITING,66,Memorial Sloan Kettering Cancer Center
NCT00655655,PHASE1,COMPLETED,96,Mayo Clinic
NCT06956001,PHASE3,RECRUITING,300,"Allist Pharmaceuticals, Inc."
NCT01792479,PHASE2,COMPLETED,64,BIND Therapeutics
NCT05215067,PHASE2,COMPLETED,44,Akeso
NCT01525199,,COMPLETED,450,AstraZeneca
NCT02289833,PHASE2,COMPLETED,49,Hoffmann-La Roche
NCT05965024,,RECRUITING,377,"Shanghai Pulmonary Hospital, Shanghai, China"
NCT06616766,PHASE1/PHASE2,RECRUITING,161,Yuhan Corporation
NCT04670445,NA,UNKNOWN,210,Massachusetts General Hospital
NCT04121286,PHASE1,COMPLETED,17,"Allist Pharmaceuticals, Inc."
NCT01363947,PHASE1,COMPLETED,87,"Genentech, Inc."
NCT00875901,NA,COMPLETED,23,University of Florida
NCT02151604,PHASE2,COMPLETED,22,Oxford University Hospitals NHS Trust
NCT05669430,PHASE1/PHASE2,RECRUITING,365,GV20 Therapeutics
NCT04965701,,COMPLETED,200,Istituto Oncologico Veneto IRCCS
NCT04585477,PHASE2,SUSPENDED,80,Stanford University
NCT06785584,PHASE4,NOT_YET_RECRUITING,30,Fujian Medical University Union Hospital
NCT05171062,PHASE1,WITHDRAWN,0,The University of Texas Health Science Center at San Antonio
NCT05352035,,RECRUITING,300,Peking University People's Hospital
NCT03282435,PHASE1,UNKNOWN,30,Dalian University
NCT01545947,PHASE1,COMPLETED,76,Celgene
NCT00410904,PHASE2,COMPLETED,60,National Cancer Institute (NCI)
NCT06951399,PHASE2,NOT_YET_RECRUITING,30,Rabin Medical Center
NCT02189967,NA,COMPLETED,38,Technische Universität Dresden
NCT00918203,PHASE2,COMPLETED,137,Eli Lilly and Company
NCT00815971,,UNKNOWN,300,Aarhus University Hospital
NCT01884285,PHASE1,COMPLETED,147,AstraZeneca
NCT05256381,PHASE2,TERMINATED,166,SOTIO Biotech AG
NCT06644768,PHASE1/PHASE2,RECRUITING,137,Daiichi Sankyo
NCT07361497,PHASE3,RECRUITING,850,Bristol-Myers Squibb
NCT06188650,NA,RECRUITING,30,Ningbo Medical Center Lihuili Hospital
NCT03916627,PHASE2,ACTIVE_NOT_RECRUITING,65,Regeneron Pharmaceuticals
NCT04513925,PHASE3,COMPLETED,829,Hoffmann-La Roche
NCT01799161,PHASE1,WITHDRAWN,0,Eckhard Podack
NCT07469709,,RECRUITING,850,Fondazione del Piemonte per l'Oncologia
NCT06868836,PHASE2,RECRUITING,78,"Shanghai Junshi Bioscience Co., Ltd."
NCT03399487,PHASE2,UNKNOWN,46,Yonsei University
NCT05237453,NA,ACTIVE_NOT_RECRUITING,30,University Hospital Heidelberg
NCT01820091,PHASE1,WITHDRAWN,0,Acrotech Biopharma Inc.
NCT02538432,PHASE2,WITHDRAWN,0,"University of Maryland, Baltimore"
NCT00530621,PHASE2,COMPLETED,160,Eli Lilly and Company
NCT05460195,PHASE2,UNKNOWN,42,Shanghai Chest Hospital
NCT03613467,,COMPLETED,2145,Tang-Du Hospital
NCT02613507,PHASE3,COMPLETED,504,Bristol-Myers Squibb
NCT01542437,PHASE2,COMPLETED,66,Instituto Nacional de Cancerologia de Mexico
NCT04037462,PHASE1/PHASE2,TERMINATED,2,VA Office of Research and Development
NCT00828022,PHASE1/PHASE2,UNKNOWN,15,Soroka University Medical Center
NCT05701176,NA,RECRUITING,15,"Amsterdam UMC, location VUmc"
NCT07511933,NA,RECRUITING,100,The Netherlands Cancer Institute
NCT00480831,PHASE2,COMPLETED,128,"Genentech, Inc."
NCT01631357,PHASE2/PHASE3,COMPLETED,96,Tianjin Medical University Cancer Institute and Hospital
NCT03066206,PHASE2,TERMINATED,93,M.D. Anderson Cancer Center
NCT01803503,PHASE2,UNKNOWN,80,"National University Hospital, Singapore"
NCT04045496,PHASE1,COMPLETED,40,"Jacobio Pharmaceuticals Co., Ltd."
NCT03848611,PHASE2,UNKNOWN,20,AnewPharma
NCT07601399,,AVAILABLE,,"Taiho Oncology, Inc."
NCT06436885,EARLY_PHASE1,UNKNOWN,39,Henan Cancer Hospital
NCT02275806,PHASE2,TERMINATED,4,Leo W. Jenkins Cancer Center
NCT03537833,,COMPLETED,172,CHU de Reims
NCT04137718,,UNKNOWN,50000,"Shanghai Pulmonary Hospital, Shanghai, China"
NCT02596958,,COMPLETED,996,Hoffmann-La Roche
NCT01790217,,COMPLETED,52,Hoffmann-La Roche
NCT02403193,PHASE1,COMPLETED,92,Palobiofarma SL
NCT00600015,PHASE2,COMPLETED,166,"SCRI Development Innovations, LLC"
NCT07418879,NA,NOT_YET_RECRUITING,25,Fudan University
NCT05534113,PHASE2,UNKNOWN,38,The First Affiliated Hospital with Nanjing Medical University
NCT02851329,,UNKNOWN,500,Chinese Academy of Sciences
NCT04758481,NA,UNKNOWN,20,University Hospital Ostrava
NCT06939127,PHASE2,RECRUITING,38,Tianjin Medical University Cancer Institute and Hospital
NCT05783622,PHASE1,ACTIVE_NOT_RECRUITING,130,Janux Therapeutics
NCT06162221,PHASE1/PHASE2,RECRUITING,616,"Revolution Medicines, Inc."
NCT06756217,,RECRUITING,40,Ruijin Hospital
NCT00333294,PHASE2,COMPLETED,50,AstraZeneca
NCT03624907,NA,TERMINATED,20,University of Florida
NCT06528847,PHASE2,RECRUITING,62,"Shanghai Pulmonary Hospital, Shanghai, China"
NCT00783471,PHASE2,TERMINATED,51,Hellenic Cooperative Oncology Group
NCT06596915,PHASE1,RECRUITING,167,"Shandong Boan Biotechnology Co., Ltd"
NCT05398094,PHASE2,RECRUITING,19,Fundación GECP
NCT05873686,PHASE1,RECRUITING,140,"Nuvectis Pharma, Inc."
NCT07686185,,NOT_YET_RECRUITING,500,First Affiliated Hospital of Guangxi Medical University
NCT02292550,PHASE1,COMPLETED,27,Novartis Pharmaceuticals
NCT07065422,,COMPLETED,326,Daping Hospital and the Research Institute of Surgery of the Third Military Medical University
NCT05338970,PHASE3,ACTIVE_NOT_RECRUITING,586,Daiichi Sankyo
NCT06448364,PHASE1,TERMINATED,4,Pfizer
NCT01407822,PHASE2/PHASE3,UNKNOWN,72,Guangdong Association of Clinical Trials
NCT01911325,PHASE1,TERMINATED,27,Novartis Pharmaceuticals
NCT03732274,PHASE1/PHASE2,COMPLETED,60,"MedPacto, Inc."
NCT06840782,PHASE3,RECRUITING,124,"Gustave Roussy, Cancer Campus, Grand Paris"
NCT07356544,,RECRUITING,50,Gruppo Oncologico Italiano di Ricerca Clinica
NCT05089734,PHASE3,ACTIVE_NOT_RECRUITING,603,Gilead Sciences
NCT05414630,PHASE2,UNKNOWN,30,Anhui Provincial Cancer Hospital
NCT03853187,PHASE2,COMPLETED,20,Radboud University Medical Center
NCT05360979,PHASE2,UNKNOWN,42,Second Xiangya Hospital of Central South University
NCT02576574,PHASE3,COMPLETED,1214,"EMD Serono Research & Development Institute, Inc."
NCT01380769,PHASE2,COMPLETED,157,NewLink Genetics Corporation
NCT05086692,PHASE1/PHASE2,RECRUITING,115,"Medicenna Therapeutics, Inc."
NCT01840150,NA,COMPLETED,41,Fox Chase Cancer Center
NCT06170788,PHASE3,RECRUITING,614,Merck Sharp & Dohme LLC
NCT06908733,PHASE2,NOT_YET_RECRUITING,30,Liaoning Cancer Hospital & Institute
NCT00687817,PHASE2,COMPLETED,49,Peregrine Pharmaceuticals
NCT01065441,PHASE1/PHASE2,COMPLETED,9,Michael Har-Noy
NCT03425643,PHASE3,ACTIVE_NOT_RECRUITING,797,Merck Sharp & Dohme LLC
NCT03762122,PHASE2,TERMINATED,15,Swiss Cancer Institute
NCT00322452,PHASE3,COMPLETED,1329,AstraZeneca
NCT01833143,PHASE2,COMPLETED,17,Memorial Sloan Kettering Cancer Center
NCT07213076,,COMPLETED,350,AstraZeneca
NCT06614231,PHASE2,NOT_YET_RECRUITING,48,Sun Yat-sen University
NCT00683904,PHASE1,COMPLETED,12,R-Pharm
NCT07130786,PHASE2,RECRUITING,150,"Ayal A. Aizer, MD"
NCT04923906,PHASE3,ACTIVE_NOT_RECRUITING,624,"Jiangsu Hansoh Pharmaceutical Co., Ltd."
NCT04054531,PHASE2,UNKNOWN,50,"Jiangsu Alphamab Biopharmaceuticals Co., Ltd"
NCT02055170,PHASE2,TERMINATED,4,CancerCare Manitoba
NCT00652561,PHASE2,COMPLETED,57,"Taiho Oncology, Inc."
NCT03041181,PHASE2,TERMINATED,3,"Nasser Hanna, M.D."
NCT01392352,PHASE2,TERMINATED,31,Cambridge University Hospitals NHS Foundation Trust
NCT06469138,PHASE1,COMPLETED,6,BerGenBio ASA
NCT02537561,PHASE1,WITHDRAWN,0,Washington University School of Medicine
NCT06253520,PHASE1,ACTIVE_NOT_RECRUITING,210,National Cancer Institute (NCI)
NCT03444766,PHASE4,COMPLETED,100,Bristol-Myers Squibb
NCT03003468,PHASE1/PHASE2,COMPLETED,35,"Lawrence Feldman, MD"
NCT03382795,PHASE2,UNKNOWN,63,Korea University Guro Hospital
NCT00453362,PHASE1/PHASE2,COMPLETED,88,"Genentech, Inc."
NCT00738881,PHASE3,TERMINATED,23,National Cancer Institute (NCI)
NCT00531960,PHASE2,COMPLETED,124,Hoffmann-La Roche
NCT06998719,PHASE2,NOT_YET_RECRUITING,80,Bi Nan
NCT05514717,PHASE1,TERMINATED,57,"Day One Biopharmaceuticals, Inc."
NCT02312622,PHASE2,COMPLETED,27,Joel Neal
NCT07622706,PHASE2,NOT_YET_RECRUITING,60,Peking University Cancer Hospital & Institute
NCT07674368,PHASE4,NOT_YET_RECRUITING,29,Hunan Cancer Hospital
NCT06569420,PHASE3,ACTIVE_NOT_RECRUITING,275,Shanghai Fosun Pharmaceutical Industrial Development Co. Ltd.
NCT01676714,PHASE2,COMPLETED,10,"University of California, Davis"
NCT07374614,,RECRUITING,20,Peking University Shenzhen Hospital
NCT02134912,PHASE2,TERMINATED,1,SWOG Cancer Research Network
NCT04152499,PHASE1/PHASE2,ACTIVE_NOT_RECRUITING,1410,Klus Pharma Inc.
NCT04027946,PHASE2,TERMINATED,6,National Cancer Institute (NCI)
NCT06917573,PHASE2,RECRUITING,63,Fundación GECP
NCT04123379,PHASE2,COMPLETED,48,Icahn School of Medicine at Mount Sinai
NCT02642939,PHASE2,TERMINATED,3,"Check, Jerome H., M.D., Ph.D."
NCT06745882,PHASE2,RECRUITING,318,H. Lee Moffitt Cancer Center and Research Institute
NCT02076282,,UNKNOWN,30,UMC Utrecht
NCT03472560,PHASE2,TERMINATED,61,Pfizer
NCT01799382,NA,COMPLETED,126,"Maggiore Bellaria Hospital, Bologna"
NCT05047250,PHASE3,ACTIVE_NOT_RECRUITING,60,Hoffmann-La Roche
NCT04795245,,COMPLETED,805,Boehringer Ingelheim
NCT05393635,PHASE1,WITHDRAWN,0,Instil Bio
NCT04575025,,COMPLETED,109,Novartis Pharmaceuticals
NCT01968941,PHASE3,COMPLETED,324,Ontario Clinical Oncology Group (OCOG)
NCT03754530,PHASE2,UNKNOWN,162,"Betta Pharmaceuticals Co., Ltd."
NCT05287386,PHASE2,UNKNOWN,20,The First Affiliated Hospital of Xiamen University
NCT07361705,PHASE1,RECRUITING,42,"Alpha Biopharma (Jiangsu) Co., Ltd."
NCT05859217,PHASE2,NOT_YET_RECRUITING,40,"Jun Zhang, MD, PhD"
NCT03285321,PHASE2,COMPLETED,105,"Greg Durm, MD"
NCT04484142,PHASE2,COMPLETED,137,Daiichi Sankyo
NCT07267247,,COMPLETED,100,Taichung Veterans General Hospital
NCT07234799,NA,RECRUITING,40,M.D. Anderson Cancer Center
NCT00826683,PHASE3,COMPLETED,140,"University Hospital, Limoges"
NCT00369551,PHASE1,TERMINATED,36,National Cancer Institute (NCI)
NCT02941601,PHASE2,WITHDRAWN,0,Eli Lilly and Company
NCT00368927,PHASE2,COMPLETED,61,National Cancer Institute (NCI)
NCT00489996,PHASE2,COMPLETED,100,Eli Lilly and Company
NCT07675876,PHASE1,NOT_YET_RECRUITING,10,Carcinex Inc
NCT05588206,PHASE1/PHASE2,UNKNOWN,21,First People's Hospital of Hangzhou
NCT01190527,NA,COMPLETED,42,University of Michigan Rogel Cancer Center
NCT00499109,PHASE3,COMPLETED,275,H. Lee Moffitt Cancer Center and Research Institute
NCT00217282,PHASE2,COMPLETED,45,"Mt. Sinai Medical Center, Miami"
NCT02109016,PHASE2,TERMINATED,18,"Clovis Oncology, Inc."
NCT05088967,PHASE1,TERMINATED,6,Innovent Biologics (Suzhou) Co. Ltd.
NCT01620853,,COMPLETED,1,Applied Spectral Imaging Ltd.
NCT02623257,,COMPLETED,1055,First People's Hospital of Hangzhou
NCT00228358,PHASE1,COMPLETED,8,University of Washington
NCT00481078,PHASE2,COMPLETED,94,National Cancer Institute (NCI)
NCT03010657,NA,COMPLETED,37,University of Alberta
NCT02338583,,COMPLETED,95,Ethicon Endo-Surgery
NCT01404260,PHASE3,COMPLETED,219,Guangdong Association of Clinical Trials
NCT02025114,PHASE1/PHASE2,COMPLETED,34,National Taiwan University Hospital
NCT00068497,NA,COMPLETED,40,National Cancer Institute (NCI)
NCT05911308,PHASE1,TERMINATED,1,UNC Lineberger Comprehensive Cancer Center
NCT04216121,,UNKNOWN,39,Universitaire Ziekenhuizen KU Leuven
NCT07652736,,RECRUITING,440,BeOne Medicines
NCT06047379,PHASE1/PHASE2,RECRUITING,134,"Neonc Technologies, Inc."
NCT00094835,PHASE1/PHASE2,COMPLETED,51,Amgen
NCT00153803,PHASE3,COMPLETED,245,Dartmouth-Hitchcock Medical Center
NCT00042302,PHASE3,TERMINATED,540,QLT Inc.
NCT05920356,PHASE3,RECRUITING,750,Amgen
NCT07535463,PHASE1/PHASE2,RECRUITING,53,Memorial Sloan Kettering Cancer Center
NCT03066297,,ACTIVE_NOT_RECRUITING,1018,Samsung Medical Center
NCT00854308,PHASE2,COMPLETED,137,"Genentech, Inc."
NCT05724004,NA,RECRUITING,70,Karolinska University Hospital
NCT00176137,PHASE3,COMPLETED,500,Heidelberg University
NCT02488850,NA,COMPLETED,32,Erasmus Medical Center
NCT02843815,PHASE1/PHASE2,COMPLETED,30,"Fuda Cancer Hospital, Guangzhou"
NCT06352008,PHASE2,RECRUITING,64,Tianjin Medical University Cancer Institute and Hospital
NCT01685060,PHASE2,COMPLETED,140,Novartis Pharmaceuticals
NCT01617980,NA,TERMINATED,4,German Cancer Research Center
NCT00651508,PHASE2,COMPLETED,1,Bristol-Myers Squibb
NCT00722969,PHASE2,UNKNOWN,48,Universitair Ziekenhuis Brussel
NCT02045446,PHASE2,COMPLETED,29,University of Texas Southwestern Medical Center
NCT02927301,PHASE2,COMPLETED,181,"Genentech, Inc."
NCT00098540,PHASE2,COMPLETED,46,National Cancer Institute (NCI)
NCT04384146,PHASE1,COMPLETED,41,Memorial Sloan Kettering Cancer Center
NCT07177092,PHASE2,NOT_YET_RECRUITING,118,Jianxing He
NCT06191250,PHASE2,TERMINATED,10,"University Health Network, Toronto"
NCT01194453,PHASE2,COMPLETED,288,Sun Yat-sen University
NCT07439094,PHASE1/PHASE2,RECRUITING,140,Chong Kun Dang Pharmaceutical
NCT01193959,,COMPLETED,33,"Armando Santoro, MD"
NCT00316225,PHASE2,COMPLETED,31,Eli Lilly and Company
NCT00872482,PHASE2,TERMINATED,21,YM BioSciences
NCT07119190,,NOT_YET_RECRUITING,350,Peking University People's Hospital
NCT05737706,PHASE1,TERMINATED,63,Mirati Therapeutics Inc.
NCT07485452,PHASE2,RECRUITING,7,Maastricht University Medical Center
NCT03265080,PHASE1,TERMINATED,13,"Advaxis, Inc."
NCT05007769,PHASE2,WITHDRAWN,0,Washington University School of Medicine
NCT06789224,NA,COMPLETED,136,Lindis Bloodcare GmbH
NCT00974584,PHASE1,COMPLETED,65,"Genentech, Inc."
NCT03856411,PHASE3,COMPLETED,465,"Shanghai Junshi Bioscience Co., Ltd."
NCT00955305,PHASE2,TERMINATED,175,National Cancer Institute (NCI)
NCT01749072,PHASE2,UNKNOWN,120,Peking Union Medical College Hospital
NCT05621525,PHASE1,TERMINATED,7,LianBio LLC
NCT05236946,PHASE3,RECRUITING,190,Tata Memorial Hospital
NCT01746810,PHASE1,TERMINATED,1,New Mexico Cancer Research Alliance
NCT04880863,PHASE2,COMPLETED,38,NeoTX Therapeutics Ltd.
NCT01885455,NA,COMPLETED,248,Wake Forest University Health Sciences
NCT02469701,PHASE2,TERMINATED,10,howard safran
NCT02893332,PHASE3,TERMINATED,200,Sichuan Provincial People's Hospital
NCT05997719,,RECRUITING,150,Sun Yat-sen University
NCT07629375,,RECRUITING,5,Regina Elena Cancer Institute
NCT06444815,PHASE1,RECRUITING,60,KaliVir Immunotherapeutics
NCT07464327,PHASE3,NOT_YET_RECRUITING,450,Hansoh BioMedical R&D Company
NCT05055167,PHASE2,UNKNOWN,20,The First Affiliated Hospital of Xiamen University
NCT03549000,PHASE1,TERMINATED,127,Novartis Pharmaceuticals
NCT02451930,PHASE1,COMPLETED,71,Eli Lilly and Company
NCT01797913,PHASE2,COMPLETED,70,Fudan University
NCT05378334,NA,RECRUITING,82,Guangzhou University of Traditional Chinese Medicine
NCT04239833,PHASE3,UNKNOWN,240,"Nanjing Sanhome Pharmaceutical, Co., Ltd."
NCT01656551,PHASE3,UNKNOWN,232,"National Cancer Institute, Naples"
NCT04750083,PHASE2/PHASE3,UNKNOWN,700,Taizhou Hanzhong biomedical co. LTD
NCT07053215,NA,COMPLETED,60,The First Hospital of Hebei Medical University
NCT03117049,PHASE3,COMPLETED,550,"Ono Pharmaceutical Co., Ltd."
NCT02154399,PHASE2,COMPLETED,28,National Cancer Institute (NCI)
NCT06123754,PHASE3,RECRUITING,390,"3D Medicines (Sichuan) Co., Ltd."
NCT02054819,PHASE2,TERMINATED,14,Leo W. Jenkins Cancer Center
NCT06022757,PHASE1/PHASE2,RECRUITING,204,Evopoint Biosciences Inc.
NCT06282536,PHASE2,NOT_YET_RECRUITING,20,"Shanghai Pulmonary Hospital, Shanghai, China"
NCT03219970,,COMPLETED,156,AstraZeneca
NCT04078269,PHASE1,COMPLETED,6,"University Hospital, Ghent"
NCT07182708,PHASE2,NOT_YET_RECRUITING,62,Peking University Cancer Hospital & Institute
NCT07596433,,ACTIVE_NOT_RECRUITING,450,Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University
NCT00499655,PHASE2,COMPLETED,107,City of Hope Medical Center
NCT06684418,,RECRUITING,6000,Fudan University
NCT02737501,PHASE3,COMPLETED,275,Ariad Pharmaceuticals
NCT00998166,PHASE2,TERMINATED,12,Columbia University
NCT02066870,PHASE1,UNKNOWN,9,"Betta Pharmaceuticals Co., Ltd."
NCT05703269,NA,ACTIVE_NOT_RECRUITING,58,Wake Forest University Health Sciences
NCT01493843,PHASE2,COMPLETED,501,"Genentech, Inc."
NCT01066195,PHASE3,UNKNOWN,129,Samsung Medical Center
NCT06348927,PHASE2,RECRUITING,52,Hunan Province Tumor Hospital
